2.031208677959518705e-01,-1.293367540783239567e-01,-3.815591278763203475e-01,1.144030011369328859e-01,-5.337804334542504275e-02,-6.994306437187310099e-02,-1.429869315364695054e-02,-3.833119126794774789e-02,-1.010650779347235934e-01,1.614657900915228705e-01,-4.061318788015490927e-02,-5.456688825680729854e-02,-9.504538459857568566e-02,1.504612319070417099e-02,-1.099534288623074257e-01,1.223614856894755243e-01
1.817137877784331945e-02,-5.999115899762811309e-03,-6.885155797213321494e-01,1.090759464906168041e-01,-3.542774507017322216e-01,-4.198558167855434564e-01,-4.082579530428310788e-01,-1.398444715825772622e-01,-2.919917147721480255e-01,-2.097599261605888610e-01,-5.489862378789401864e-01,-4.610452146118458883e-01,-4.598035240294553461e-01,-2.865620194962325562e-01,-3.540080172833159344e-01,-3.829247253713048416e-01
1.713664478340265473e-01,-1.086070209757514782e-01,-1.587645205990852570e+00,1.208425656712774771e-01,1.052780078060823882e-01,2.476700493574578443e-01,3.051277337835298642e-01,6.318208904668148884e-02,3.375501688539535028e-01,4.450409900063308499e-01,2.194846516541066883e-01,1.541652252768614673e-01,2.214359422605703953e-01,3.907334588182927448e-01,4.041190020670503147e-01,5.075796862011594524e-01
2.117060949695583061e-01,-1.388663683261584236e-01,-5.282388615315202207e-01,1.204205999040702524e-01,-3.696534839871738060e-02,-1.776085266530024465e-01,-1.527168114930896603e-01,-3.833119126794774789e-02,-5.462346356886360610e-02,5.834753557704722843e-02,-1.056376477637204769e-01,-2.028765478728344895e-01,-1.165017457415680330e-01,-6.432444067427875445e-02,-1.463019845845852929e-01,1.073529843708384696e-01
2.172705164494939944e-01,-1.678330701876307729e-01,-1.427509421966777770e-01,1.138056659651944802e-01,-4.089864338574244473e-01,-4.198558167855434564e-01,-4.668194646479801868e-01,-1.779119517005633144e-01,-3.590740466339457648e-01,-3.953727842866450182e-01,-4.898730925302442474e-01,-5.324535692417852184e-01,-4.919880657439447691e-01,-3.553498415125516119e-01,-4.215124779104033603e-01,-3.879275591441838644e-01
1.458460082632333787e-01,-1.121219059909571159e-01,-5.966108742513769325e-01,1.190897847921076752e-01,-3.050393658616092352e-01,-4.521554554698822281e-01,-1.740119066222347577e-01,-1.144661515039198801e-01,-1.165456160566769317e-01,1.975571791715893533e-01,-1.411055349729380404e-01,-1.918906471605361375e-01,-3.686139891717352679e-01,-6.961581159861097989e-02,3.544079402680344604e-02,6.733031418780631439e-02
2.767283299851672554e-02,2.401792372176131396e-02,-9.534935209271686585e-01,1.280727867978563028e-01,-4.691663153286859123e-01,-5.705874639791245206e-01,-3.071062511793917760e-01,-2.489712479208039952e-01,-4.622776341136346501e-01,-4.005286970123688173e-01,-5.016957215999834352e-01,-5.379465195979343806e-01,-4.866239754581965227e-01,-4.029721798315417103e-01,-5.824846532519196707e-01,-4.279502293272159918e-01
1.644600580570476644e-01,-1.854498705049179574e-01,-1.170819463929436699e-01,1.011237807806072975e-01,2.420504656953123279e-01,1.453878601903849654e-01,1.613858416618003111e-01,1.139387292039962390e-01,2.756280163661402050e-01,4.192614263777119654e-01,3.081543696771506524e-01,1.541652252768614673e-01,2.643486645465563112e-01,2.055354764666645906e-01,3.262292398050263276e-01,3.524918392419104096e-01
2.416997634221852709e-01,-1.607748343850984307e-01,-6.928841931720715053e-01,1.399535313861052788e-01,-6.168805698490542611e-01,-7.536187498570438015e-01,-6.371802256811411880e-01,-2.743495679994613634e-01,-5.087192484794946790e-01,-3.489695697551309927e-01,-7.263256739250274485e-01,-7.027350302824096895e-01,-6.099980520304060239e-01,-6.516666132751567364e-01,-5.461360975296417619e-01,-4.779785670560062205e-01
1.446604559480392516e-01,-1.562454815769779778e-02,-1.006731776566127889e+00,1.171475140881608895e-01,5.265371781049118516e-01,4.576177008056600548e-01,3.690130191709652396e-01,2.865113057388664064e-01,4.562342944555957125e-01,5.842506336008730372e-01,4.382032894442817739e-01,3.354325870297843459e-01,4.359995536904999747e-01,5.653486993212565315e-01,4.041190020670503147e-01,5.175853537469174981e-01
